,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,4,5,6,7,8,9
0,0.9462489477999771,0.09768040687852708,0.07542779817351117,0.04760641543867657,0.046071892725828095,0.015957296116404122,0.004830201103906161,0.021252400959763246,-0.06105317853829701,-0.13796140276935426,-0.14079093217568825,0.905729310340945,0.34393419001414594,0.0567390523156899,0.017930825317893674,0.2392503575496615,0.16143041589595888,0.12016638891131337,-0.05620840659342811,-0.003852221848484631,0.013623540294594633,0.035561458374210674,0.38113680566969066,0.021175234486654777,0.006547721682213211,-0.011092000796696064,0.01530124970594255,0.05566906402498527,0.3761442436659232,0.3361375023823879,0.2820360237789202,0.2221708524417291,0.19255989351734518,0.1680803692910517
1800,0.8249087279226216,0.08215040783509436,0.06363963407078406,0.04014636143382717,0.042030297814833695,0.01572909613074897,0.004316307586675523,0.017176482736530323,-0.05557182803769191,-0.12077675064902452,-0.12304196611938095,0.7814846020071197,0.30337477251005573,0.05359278928293445,0.017128942973932967,0.2078587442401293,0.13883842068418314,0.10079243027173537,-0.04527174351018168,-0.004578158510388972,0.010492636810737687,0.03108809902453245,0.32268683292323086,0.01801735500609747,0.0050392189151282265,-0.009473795498353857,0.01348449714530346,0.04750028725732296,0.3185669323760133,0.28760793409935803,0.24390696160624892,0.19550707862973274,0.1657452629495163,0.14573955754006868
3600,0.7380734109391223,0.07613348909211891,0.0582009920554592,0.034992960751643695,0.03687312873934392,0.013288522260305483,0.0036213543587857717,0.015093335631533594,-0.04897245609342522,-0.10968691492877587,-0.11178582500449492,0.7029044295859189,0.26956120517617527,0.04810172919711594,0.017041068736824833,0.18573131543329127,0.12579122412363591,0.09413240535366318,-0.042350041645547835,-0.00271613394768121,0.010318233419679378,0.028164427447793024,0.2915053185706518,0.01602693718715782,0.00480055865953009,-0.0063159621825825815,0.009656460119249597,0.04478440747975519,0.28766742474322904,0.2605403964632301,0.2176150161689174,0.1732592344935999,0.1507375094980123,0.1320602919111453
5400,0.666558004006914,0.06692483226450871,0.05074390301635877,0.029974440089171096,0.035195877334601736,0.01153417384818851,0.0027774539033374912,0.013044197009619668,-0.044401948101282104,-0.10212826176797601,-0.10393432413206814,0.6364683752558216,0.24417472724966915,0.041022847225867964,0.013528493643611928,0.1695420520569262,0.11071161421462633,0.08482386341424623,-0.03707096586729942,-0.0022896847424227424,0.007992392990231599,0.026171432699262184,0.2612984346088703,0.014575348674451673,0.004170676537081829,-0.007657155536851514,0.010726941480035746,0.04094779388441952,0.2579307734382826,0.23383507699328693,0.1987281164021991,0.15749386319983122,0.13587272155808564,0.11832883573863036
7200,0.6109963885547447,0.060501598106931655,0.046020553635986707,0.028362521360584907,0.03328209438031503,0.011601607037795716,0.003825512372818973,0.010841297781782312,-0.04241757588186155,-0.09503349094987631,-0.09655942072083457,0.5804878192527084,0.22179209235246808,0.03728292412747122,0.013279681965496106,0.15740091534701342,0.10513088673366373,0.07823823768909115,-0.03486133651883714,-0.003052129943798821,0.007763765057745596,0.02365953461364984,0.23662189540516568,0.014031502056959485,0.0037691315100909267,-0.006447831151522131,0.009259204048503016,0.03749093575315718,0.23380252105167199,0.21047728734177998,0.1789544155153661,0.14433958726572294,0.12329570409695806,0.10784933881104213
9000,0.5945475427968463,0.06137968827275102,0.0472546194953988,0.027638350944429846,0.03269916662529291,0.011921548432644728,0.003506542588376775,0.011129138924397212,-0.04007209785457979,-0.0934695460664235,-0.09505542044355414,0.5676561978913637,0.21758575338473768,0.03501904766251468,0.013065828430756236,0.15535898635487724,0.10351442362585145,0.07693631899008083,-0.03577101207886452,-0.0005718630409258206,0.008493942411488552,0.023032251612324584,0.23024266042324,0.012517249589663998,0.004089272002161932,-0.0049603371459954245,0.007694480620969857,0.03575358986407615,0.2274639076414739,0.2052680263709521,0.17303755631251566,0.14012189827520685,0.1201844702458609,0.10579886379626872
10800,0.5951145882632292,0.06129165813306455,0.047601277031546,0.029715749230662458,0.030444947810571398,0.009822029186689432,0.0017259388149396852,0.011890410366939603,-0.03976466102611788,-0.08825329327337364,-0.08988012624262189,0.566198428883691,0.21583748958969057,0.03376912577578252,0.011407403162258621,0.1546169009402752,0.10040520306733172,0.07363860662399316,-0.03185116887145503,-0.001637151824023124,0.007811200734245427,0.02302924539570654,0.23436114650501452,0.012122372778123966,0.0037824572283291506,-0.005197056857282731,0.008032131369272565,0.03568645644503131,0.2315660596753641,0.20954628417287546,0.174689225788681,0.13853614119207722,0.11924385952486655,0.10443735333526905
12600,0.6308276588502226,0.06616536124618697,0.05118855945803194,0.029439757652183353,0.03187487118680436,0.009918300725002377,0.0018180599795708415,0.013045593107699647,-0.04094420784153656,-0.093276673284429,-0.09514293802361226,0.5985981879203933,0.23008064247959095,0.03930046743153682,0.01344486090331324,0.1601339147861002,0.10462498464622802,0.07740052371323546,-0.03367162641250509,-0.002433803695360142,0.008006501311615719,0.023898007683332372,0.24740903051304242,0.013364178152118949,0.004311169640491631,-0.007201688294368579,0.010199643832894009,0.037530086445807326,0.2442166115621697,0.22214464741215204,0.18525291167631774,0.14793753770804108,0.12757986250355802,0.11196671903938021
14400,0.7039340259151116,0.06874606893933131,0.052603402460341696,0.03235488795169061,0.036207117852271584,0.012367762638877379,0.0038121747305143246,0.014581129853772645,-0.04407965215873598,-0.10615595059102527,-0.10804220130988705,0.6709343051928531,0.25866972338255073,0.04595824379384718,0.014646435914239921,0.17810054579008924,0.11945489090807698,0.0862675548418388,-0.03803556595387558,-0.002518477121747074,0.009757941175256798,0.027245871842375587,0.2739250566763417,0.015083693549661312,0.004073306109013017,-0.007089193582076954,0.01063957031550106,0.04173290694572096,0.2702241182881771,0.2438049139992529,0.20420263910767147,0.15805915952951896,0.1365761897091665,0.11998265262570525
16200,0.7765636771352701,0.0757576974607954,0.058030876944785585,0.03511603364501272,0.04077631352361406,0.013018762010233756,0.0033113980237999743,0.015601432633586768,-0.04985244883034507,-0.11812690901021462,-0.12019957554356435,0.741331422761836,0.28751000594901366,0.0506690633426777,0.016619518678864537,0.19661185440739157,0.12948150184773563,0.0941898816448277,-0.040430159374519166,-0.004157350418886616,0.009711243536287714,0.02908569112943222,0.304184401443771,0.017005975478431322,0.0049845133425294695,-0.008929898017013316,0.012517683752022439,0.0458131454845925,0.2998224134128859,0.267982453451793,0.22224086410788127,0.18046331356198905,0.15412098031845878,0.13420184294060652
18000,0.9118401490127573,0.0950834578749406,0.07131583199843901,0.0424176753713905,0.04501952704008152,0.015957898606495463,0.004689994112109665,0.01998044353742915,-0.05936215903140701,-0.13125015700171025,-0.13370688588910795,0.8624681257155655,0.33260969906690036,0.05785892392385895,0.019473806619704645,0.22639616729428597,0.15136846811168758,0.11314331033081525,-0.05371957948552365,-0.004808535592641845,0.012913733926130856,0.03444438336913687,0.3600011415061175,0.019115515042355098,0.005884341631988309,-0.010157915834909558,0.014252135087422159,0.05249362658265541,0.3543658000758728,0.3179935281488538,0.2669481434377916,0.2130100162716219,0.18307305453572903,0.16090225668096678
19800,1.0154145577877887,0.1054986801869004,0.08036260427842175,0.05036723315617837,0.049961482009635176,0.018381486151863174,0.0056440461471024125,0.02335118423201148,-0.06476024062778311,-0.1463055773315527,-0.1493928800995748,0.9626095256400484,0.3710861952933979,0.0646096907115496,0.020576664211924747,0.2554117339420471,0.1704765204193034,0.12833426942117618,-0.058157464749371855,-0.004704047299714368,0.01421001925633243,0.03821611651736612,0.40290402424316146,0.02361718331435567,0.006248437360024539,-0.011313141562661782,0.016089159253066723,0.06133409217250389,0.3966616655552258,0.35851052749960205,0.30005991719221076,0.2346383549927135,0.20487057269550354,0.17912761266504557
